,no_partner,1partner,2_3partners,group, 1st time,2nd time,more than 2,tlevel_1,tlevel_2,tlevel_3,tlevel_4
ACAPULCO - 31cm  - crème fraîche  ID14,0.0665301579738627,0.11860310300087899,0.12336278476531799,0.023225662921742038,0.2886943098678186,0.031180774668973357,0.011652758217036891,0.03748347821621688,0.04012362410355794,0.07151118107886836,0.18236198027290174
ACAPULCO - 31cm  - double mozzarella  ID14,0.06896010484580165,0.12200777723803208,0.1268863118804223,0.023746006130478767,0.29747461142411913,0.03164152473082232,0.012285756486020776,0.03851873758759711,0.041777116906095,0.07304173870866845,0.18801546026755542
ACAPULCO - 31cm  - fromage de chèvre  ID14,0.07106728246933712,0.12583189029660916,0.13069485519860258,0.024341081382806818,0.3065002662782018,0.032612766991923774,0.01261609126729467,0.03986834852371784,0.04298405459357862,0.0752139080493162,0.1936126588215866
ACAPULCO - 31cm  - jambon  ID14,0.06331068070621775,0.11342143647189738,0.11795409643375261,0.022002367377312423,0.2756078182186533,0.029757577978669073,0.011137503315084797,0.035977570217251446,0.03826200684484807,0.06826748548770473,0.17395079405660885
ACAPULCO - 31cm  - lardons fumés  ID14,0.06461510684164624,0.11575345610632876,0.1202261731211569,0.02248152823700328,0.28110312263411413,0.03044677194606199,0.011336681107733004,0.036625194539549565,0.03898505346543084,0.06971605193199472,0.177514470747735
ACAPULCO - 31cm  - merguez  ID14,0.06188032116459656,0.11091244891816009,0.11523087497565515,0.02163963085745643,0.2695398988613497,0.029111466690668723,0.010831158835422518,0.035047868842142275,0.037426978806699075,0.06684561537950436,0.17011758928323834
ACAPULCO - 31cm Miel - 31 cm  ID14,0.06810580471900413,0.12198776598645908,0.12726334032701034,0.023962018238229733,0.29728371859728264,0.03200408060588066,0.011832977653103179,0.038644087589325075,0.04140756977209917,0.07374124532111655,0.18727926874196488
ACAPULCO - 31cm  - œuf  ID14,0.06810580471900413,0.12198776598645908,0.12726334032701034,0.023962018238229733,0.29728371859728264,0.03200408060588066,0.011832977653103179,0.038644087589325075,0.04140756977209917,0.07374124532111655,0.18727926874196488
ACAPULCO - 31cm  - oignons  ID14,0.06377524785886395,0.11370722875856117,0.1177223253205657,0.022157826818444217,0.27603364726531743,0.02999628933696101,0.011146828313860433,0.03588653395934685,0.03837449986262808,0.068366500745458,0.1745039746138759
ACAPULCO - 31cm  - pepperoni  ID14,0.06810580471900413,0.12198776598645908,0.12726334032701034,0.023962018238229733,0.29728371859728264,0.03200408060588066,0.011832977653103179,0.038644087589325075,0.04140756977209917,0.07374124532111655,0.18727926874196488
ACAPULCO - 31cm  - poivrons  ID14,0.0615060334255368,0.11023851224832905,0.11443354830724392,0.021478600691371377,0.26777438471371356,0.02894799125387201,0.010754332014282926,0.0348183885710814,0.037157029714652796,0.06637797176162091,0.16907911709033518
ACAPULCO - 31cm  - pommes de terre  ID14,0.07057519037920118,0.12474153453301678,0.12919645499340604,0.02429618674712941,0.3037719456840548,0.032350999197146395,0.012482516522380976,0.0393275809111866,0.0425642210175689,0.07442148328274432,0.19224194484180449
ACAPULCO - 31cm  - poulet  ID14,0.06166055130304915,0.11057269314550008,0.11480094555262327,0.02155639765935368,0.2685634474695959,0.029054235401154874,0.010792685723223895,0.034930444913122034,0.03724381593765817,0.06663684760328153,0.16955494999303114
ACAPULCO - 31cm Reblochon - 31 cm  ID14,0.06271089292542693,0.11233848139213891,0.11699755252930358,0.021957001542439836,0.27328733958766266,0.029588477501480557,0.010945094320163192,0.035622960621484824,0.037968260374399265,0.06781479259317363,0.1723697838089783
ACAPULCO - 31cm Roquefort - 31 cm  ID14,0.06271089292542693,0.11233848139213891,0.11699755252930358,0.021957001542439836,0.27328733958766266,0.029588477501480557,0.010945094320163192,0.035622960621484824,0.037968260374399265,0.06781479259317363,0.1723697838089783
ACAPULCO - 31cm Sans Lardons  ID14,0.08116887105605225,0.1413644702801666,0.14669593714956475,0.02711900232750529,0.3453453482185228,0.0358170728945421,0.014955554492307531,0.044441989225882744,0.049159707456471,0.08351836222263385,0.2189426091878626
ACAPULCO - 31cm Sans Mozzarella  ID14,0.08326033681392314,0.14513085369463896,0.1514352825126066,0.02800461978849122,0.3552974803766279,0.03702549244039154,0.015272527201572544,0.04594668717454115,0.05060925245757226,0.08620407983747656,0.22477854681038997
ACAPULCO - 31cm Sans Oignons  ID14,0.08322771535467599,0.1441419323088604,0.14890074369015271,0.027694305456442067,0.3515336962048188,0.03693710486941652,0.015258572235181378,0.045270325321377154,0.0500810820399939,0.08510076348329046,0.22322145653846
ACAPULCO - 31cm Sans Origan  ID14,0.08021223810584698,0.1398175306647288,0.14549165378935053,0.026932258615332702,0.3420724628250834,0.035300135414167925,0.014854932277603605,0.04397398804286575,0.048591015708664156,0.082721678793356,0.21688570002494176
ACAPULCO - 31cm Sans Sauce Tomate  ID14,0.08271841159139982,0.14511087770436967,0.15158692674825272,0.028098376993619358,0.354810839011611,0.03747114611059942,0.014996192316150186,0.04606505665131086,0.05017452916947341,0.08680560520822043,0.22417623006526213
ACAPULCO - 31cm Saumon - 31 cm  ID14,0.061900676985256635,0.11068656686221198,0.11482376365936518,0.02151714457945261,0.26893869314925295,0.028902844207810256,0.010905756882579427,0.034911156985781844,0.03729594778654218,0.06652700316738584,0.169968470835627
ACAPULCO - 31cm  - tomates fraîches  ID14,0.06579849706219636,0.11771150797425912,0.12200137292085854,0.022817101401435048,0.2857650374043683,0.030753485330194275,0.011617396065057356,0.03712316803144869,0.03957716180065577,0.07072572547057804,0.18066315983947445
BUFFALO - 26cm Anchois - 26 cm  ID15,0.07390020014323863,0.13303854987024727,0.13918185054859974,0.026593648178072506,0.3243204558242456,0.03559988366868319,0.012579921688671843,0.042316311747926806,0.045539517390520194,0.08133607072987369,0.20325593792212213
BUFFALO - 26cm Artichaut - 26 cm  ID15,0.07416678848064433,0.13354677244141994,0.14000311747641422,0.026740184351031652,0.32587356701466264,0.0357529819730183,0.012616094579514393,0.042581279360825196,0.04579311798204144,0.08173897116475866,0.20407638124441077
BUFFALO - 26cm  - bœuf épicé  ID15,0.07562845097561609,0.13620990447562067,0.1425823049331908,0.027177588379067415,0.33205723655864683,0.036417041963573836,0.012905249999785045,0.043381912399598675,0.04668318376571165,0.08327064324146748,0.20799018886978457
BUFFALO - 26cm  - câpres  ID15,0.07369327345579342,0.13276701922229311,0.13891294204528934,0.02655004431152195,0.3236908885309963,0.035486523065338935,0.012532717948153575,0.04222797190914068,0.04546192256284547,0.08116035272523733,0.20280734073459297
BUFFALO - 26cm  - champignons frais  ID15,0.07663117108597134,0.13769941596474586,0.14409235651053018,0.027438414153364774,0.3358675981476282,0.03660174293592404,0.013171009454859873,0.04380150321213005,0.04718856402126658,0.08397508764825004,0.21062087963423604
BUFFALO - 26cm  - chorizo  ID15,0.07416678848064433,0.13354677244141994,0.14000311747641422,0.026740184351031652,0.32587356701466264,0.0357529819730183,0.012616094579514393,0.042581279360825196,0.04579311798204144,0.08173897116475866,0.20407638124441077
BUFFALO - 26cm  - crème fraîche  ID15,0.07712729282291134,0.13840695177586027,0.14496068372678114,0.027739351828231597,0.3378667752657631,0.036993235340068195,0.01315172153591329,0.04402423875005158,0.04748238695156546,0.08463033302248517,0.21181996141412407
BUFFALO - 26cm  - double mozzarella  ID15,0.07974940909385096,0.1423679041816218,0.14908784481134607,0.028407330655365482,0.34792068697659917,0.037688774658643794,0.013774937006881831,0.045245098193263444,0.049240834682980156,0.08662461754394296,0.2182175616518368
BUFFALO - 26cm  - fromage de chèvre  ID15,0.0821103996580126,0.14660766128960695,0.15336786599731117,0.029116817513420892,0.3580276591788964,0.038785244182570115,0.01415372381116326,0.04670648305526092,0.05060583340399789,0.08907014572839812,0.22452633964805663
BUFFALO - 26cm  - jambon  ID15,0.07542699016381009,0.13580354978620005,0.14220454139485936,0.027031244713208027,0.3310944102467366,0.036241296681406215,0.012911917290557528,0.04330275720975334,0.046490923199527676,0.08292312080036661,0.20747742581504888
BUFFALO - 26cm  - lardons fumés  ID15,0.07581542227720915,0.1365316876443823,0.14288562043496789,0.0272317794962205,0.3327875797601512,0.03652306493087157,0.012934052085915599,0.04347576375976399,0.04671941397931618,0.08345776456185751,0.20853820928206804
BUFFALO - 26cm  - merguez  ID15,0.07381524919999277,0.13298208967970668,0.1392115901680808,0.026605546064147268,0.3242995222790978,0.03552960887994021,0.01257206054991466,0.0423134814592699,0.04556166322316227,0.08133107966934115,0.20314235545883275
BUFFALO - 26cm Miel - 26 cm  ID15,0.0764398290142596,0.13755978997005344,0.14429441389773554,0.02757268542607747,0.33599272209151876,0.03666418325820021,0.012989235454697106,0.04380785368812407,0.04724198464134533,0.08415814959990874,0.2103838720107288
