D.OrderHeaderID,D.PersonID,user_visit,H.NbDiners,nb_visits,avg_ticketU,pch_freq,visit_duration,TemperatureC,Humidity,Wind_Direction,Conditions,DoW,DoM,WoY,MoY,QoY,schedule,H,HMS
2219,19964,0,1,1,9.0,0.0,127.58449999888701,15,39,NE,Clear,7,18,7,2,1,no_event,18,18:30:00
2219,19965,0,1,1,25.0,0.0,127.563166666031,15,39,NE,Clear,7,18,7,2,1,no_event,18,18:30:00
2221,19967,0,4,1,20.8,0.0,148.233166666826,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2221,19969,0,4,1,21.0,0.0,148.195600001017,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2221,19970,0,4,1,21.0,0.0,148.160783334573,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2218,19971,0,2,1,16.7,0.0,42.1156166672707,15,39,NE,Clear,7,18,7,2,1,no_event,18,18:30:00
2220,19973,0,4,1,22.5,0.0,11.031549998124401,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2220,19974,0,4,1,22.3,0.0,8.52738333145777,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2220,19975,0,4,1,24.5,0.0,10.745616666475899,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2222,19977,0,2,1,18.5,0.0,107.003949999809,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2222,19978,0,2,1,30.5,0.0,106.991899998983,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2223,19979,0,2,1,29.0,0.0,84.2617333332698,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2224,19981,0,1,1,19.0,0.0,10.0095999995867,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2224,19982,0,1,1,33.0,0.0,153.986066663265,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2224,19983,0,1,1,16.0,0.0,9.710833334922787,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2225,19985,0,2,1,22.0,0.0,27.5986000021299,13,36,NNE,Clear,7,18,7,2,1,no_event,19,19:00:00
2226,19993,0,1,1,20.5,0.0,71.85044999917349,12,62,WNW,Clear,1,19,8,2,1,holidays,18,18:30:00
2226,19994,0,1,1,20.5,0.0,71.2859999974569,12,62,WNW,Clear,1,19,8,2,1,holidays,18,18:30:00
2227,19999,0,4,1,71.0,0.0,156.659949998061,11,59,WNW,Clear,1,19,8,2,1,holidays,19,19:00:00
2227,20000,0,4,1,25.0,0.0,72.04971666733421,11,59,WNW,Clear,1,19,8,2,1,holidays,19,19:00:00
2227,20001,0,4,1,48.0,0.0,92.7092166662216,11,59,WNW,Clear,1,19,8,2,1,holidays,19,19:00:00
2228,20003,0,4,1,23.5,0.0,10.822616664568601,10,71,WNW,Clear,1,19,8,2,1,holidays,19,19:30:00
2228,20004,0,4,1,23.3,0.0,11.877066663901,10,71,WNW,Clear,1,19,8,2,1,holidays,19,19:30:00
2228,20005,0,4,1,27.3,0.0,15.5222833315531,10,71,WNW,Clear,1,19,8,2,1,holidays,19,19:30:00
2231,20009,0,3,1,5.0,0.0,11.6925000031789,12,67,SSW,Overcast,2,20,8,2,1,holidays,11,11:30:00
2231,20010,0,3,1,19.5,0.0,12.258550000190699,12,67,SSW,Overcast,2,20,8,2,1,holidays,11,11:30:00
2231,20011,0,3,1,19.5,0.0,12.9389333327611,12,67,SSW,Overcast,2,20,8,2,1,holidays,11,11:30:00
2229,20013,0,2,1,16.0,0.0,4.90016666650772,11,64,SSW,Clear,2,20,8,2,1,holidays,11,11:00:00
2232,20019,0,3,1,20.5,0.0,86.6629999995232,13,50,SW,Clear,2,20,8,2,1,holidays,12,12:00:00
2232,20020,0,3,1,13.5,0.0,86.6397333343824,13,50,SW,Clear,2,20,8,2,1,holidays,12,12:00:00
2233,20022,0,3,1,12.5,0.0,41.82804999748871,13,50,SW,Clear,2,20,8,2,1,holidays,12,12:00:00
2233,20023,0,3,1,16.5,0.0,9.06538333098094,13,50,SW,Clear,2,20,8,2,1,holidays,12,12:00:00
2233,20024,0,3,1,12.5,0.0,27.7976666649183,13,50,SW,Clear,2,20,8,2,1,holidays,12,12:00:00
2235,20026,0,2,1,23.0,0.0,144.361833333969,14,47,West,Clear,2,20,8,2,1,holidays,18,18:00:00
2235,20027,0,2,1,14.5,0.0,144.34533333381,14,47,West,Clear,2,20,8,2,1,holidays,18,18:00:00
2237,20029,0,2,1,21.5,0.0,83.4451666633288,12,54,West,Clear,2,20,8,2,1,holidays,19,19:00:00
2238,20031,0,3,1,17.0,0.0,101.903066666921,12,54,West,Clear,2,20,8,2,1,holidays,19,19:00:00
2238,20032,0,3,1,16.5,0.0,101.890933330854,12,54,West,Clear,2,20,8,2,1,holidays,19,19:00:00
2238,20033,0,3,1,17.0,0.0,101.88456666469601,12,54,West,Clear,2,20,8,2,1,holidays,19,19:00:00
2239,20038,0,2,1,15.5,0.0,72.0601666649183,13,82,WSW,Overcast,3,21,8,2,1,holidays,11,11:30:00
2240,20041,0,1,1,32.8,0.0,5.9205000003178885,13,82,WSW,Overcast,3,21,8,2,1,holidays,11,11:30:00
2242,20043,0,1,1,30.0,0.0,80.4542833328247,13,82,WSW,Overcast,3,21,8,2,1,holidays,11,11:30:00
2241,20046,0,2,1,14.0,0.0,2.15476666688919,13,82,WSW,Overcast,3,21,8,2,1,holidays,11,11:30:00
2241,20047,0,2,1,18.8,0.0,3.9983833352724703,13,82,WSW,Overcast,3,21,8,2,1,holidays,11,11:30:00
2243,20051,0,3,1,13.0,0.0,2.78366666634878,13,72,WSW,Clear,3,21,8,2,1,holidays,12,12:00:00
2243,20053,0,3,1,13.0,0.0,37.4981166680654,13,72,WSW,Clear,3,21,8,2,1,holidays,12,12:00:00
2244,20054,0,1,1,22.0,0.0,15.062733332316101,12,88,West,Overcast,3,21,8,2,1,holidays,18,18:30:00
2244,20055,0,1,1,39.0,0.0,97.27599999904629,12,88,West,Overcast,3,21,8,2,1,holidays,18,18:30:00
2245,20057,0,2,1,21.5,0.0,79.15610000292459,12,88,West,Overcast,3,21,8,2,1,holidays,18,18:30:00
2246,20058,0,2,1,20.5,0.0,99.93650000095371,12,79,West,Clear,3,21,8,2,1,holidays,19,19:00:00
2246,20059,0,2,1,22.7,0.0,99.9223333358765,12,79,West,Clear,3,21,8,2,1,holidays,19,19:00:00
2247,20065,0,1,1,16.0,0.0,49.0184499979019,12,79,West,Clear,3,21,8,2,1,holidays,19,19:00:00
2247,20066,0,1,1,27.0,0.0,53.9569333354632,12,79,West,Clear,3,21,8,2,1,holidays,19,19:00:00
2247,20067,0,1,1,8.0,0.0,25.636833329995493,12,79,West,Clear,3,21,8,2,1,holidays,19,19:00:00
2248,20069,0,2,1,19.5,0.0,62.5357666651408,12,79,West,Clear,3,21,8,2,1,holidays,19,19:00:00
2249,20070,0,1,1,13.5,0.0,50.407383334636705,12,88,West,Overcast,3,21,8,2,1,holidays,19,19:30:00
2249,20071,0,1,1,18.5,0.0,50.3682833313942,12,88,West,Overcast,3,21,8,2,1,holidays,19,19:30:00
2250,20073,0,2,1,17.0,0.0,19.5857833305995,10,94,ENE,Overcast,4,22,8,2,1,holidays,11,11:30:00
2250,20074,0,2,1,17.0,0.0,13.2637666662534,10,94,ENE,Overcast,4,22,8,2,1,holidays,11,11:30:00
2252,20075,0,2,1,12.5,0.0,41.9903333306313,10,81,NE,Clear,4,22,8,2,1,holidays,12,12:00:00
2251,20077,0,2,1,13.0,0.0,13.5782666683197,10,94,ENE,Overcast,4,22,8,2,1,holidays,11,11:30:00
2253,20078,1,1,2,17.0,0.0,79.4654000004133,11,69,NE,Clear,4,22,8,2,1,holidays,19,19:00:00
2253,20079,0,1,1,16.0,0.0,66.9509999990463,11,69,NE,Clear,4,22,8,2,1,holidays,19,19:00:00
2253,20081,0,1,1,17.0,0.0,83.3472833315531,11,69,NE,Clear,4,22,8,2,1,holidays,19,19:00:00
2254,20082,0,2,1,18.5,0.0,8.40761666695277,11,69,NE,Clear,4,22,8,2,1,holidays,19,19:00:00
2254,20083,0,2,1,18.0,0.0,98.6870000004768,11,69,NE,Clear,4,22,8,2,1,holidays,19,19:00:00
2255,20085,0,1,1,44.5,0.0,94.38250000079469,11,69,NE,Clear,4,22,8,2,1,holidays,19,19:00:00
2255,20086,0,1,1,18.0,0.0,94.3751666665077,11,69,NE,Clear,4,22,8,2,1,holidays,19,19:00:00
2256,20089,0,1,1,22.5,0.0,73.0629499991735,10,82,NE,Clear,4,22,8,2,1,holidays,19,19:30:00
2258,20095,0,2,1,32.0,0.0,86.49838333527252,7,93,SSW,Overcast,5,23,8,2,1,holidays,11,11:30:00
2258,20096,0,2,1,27.5,0.0,86.4851166645686,7,93,SSW,Overcast,5,23,8,2,1,holidays,11,11:30:00
2259,20099,0,1,1,18.0,0.0,35.2796666661898,7,95,South,Clear,5,23,8,2,1,holidays,12,12:00:00
2260,20101,0,2,1,21.5,0.0,52.5796166658401,7,95,South,Clear,5,23,8,2,1,holidays,12,12:00:00
2260,20102,0,2,1,22.5,0.0,76.5237833340963,7,95,South,Clear,5,23,8,2,1,holidays,12,12:00:00
2261,20103,0,2,1,20.0,0.0,49.534166665871886,12,72,WSW,Overcast,5,23,8,2,1,holidays,18,18:30:00
2262,20105,0,2,1,24.0,0.0,13.960333335399596,12,72,WSW,Overcast,5,23,8,2,1,holidays,18,18:30:00
2262,20106,0,2,1,25.0,0.0,18.3224000016848,12,72,WSW,Overcast,5,23,8,2,1,holidays,18,18:30:00
2263,20107,0,4,1,25.5,0.0,170.039333331585,12,72,WSW,Overcast,5,23,8,2,1,holidays,18,18:30:00
2263,20109,0,4,1,20.0,0.0,167.906666668256,12,72,WSW,Overcast,5,23,8,2,1,holidays,18,18:30:00
2263,20110,0,4,1,20.0,0.0,167.897333331903,12,72,WSW,Overcast,5,23,8,2,1,holidays,18,18:30:00
2264,20113,0,3,1,23.5,0.0,131.10389999946,11,68,WSW,Clear,5,23,8,2,1,holidays,19,19:00:00
2264,20115,0,3,1,23.3,0.0,131.069933334986,11,68,WSW,Clear,5,23,8,2,1,holidays,19,19:00:00
2261,20116,0,2,1,5.5,0.0,83.3177166660627,12,72,WSW,Overcast,5,23,8,2,1,holidays,18,18:30:00
2261,20117,0,2,1,5.5,0.0,37.94006666739779,12,72,WSW,Overcast,5,23,8,2,1,holidays,18,18:30:00
2265,20121,0,2,1,37.5,0.0,79.5192166686058,11,68,WSW,Clear,5,23,8,2,1,holidays,19,19:00:00
2266,20122,0,4,1,21.5,0.0,67.3434499979019,11,82,WSW,Overcast,5,23,8,2,1,holidays,19,19:30:00
2266,20123,0,4,1,26.2,0.0,67.3305499990781,11,82,WSW,Overcast,5,23,8,2,1,holidays,19,19:30:00
2266,20125,0,4,1,20.0,0.0,67.3162833333015,11,82,WSW,Overcast,5,23,8,2,1,holidays,19,19:30:00
2267,20126,0,4,1,22.0,0.0,12.0884499986966,11,82,WSW,Overcast,5,23,8,2,1,holidays,19,19:30:00
2267,20127,0,4,1,23.5,0.0,10.143833335240698,11,82,WSW,Overcast,5,23,8,2,1,holidays,19,19:30:00
2267,20129,0,4,1,23.0,0.0,11.2136666695277,11,82,WSW,Overcast,5,23,8,2,1,holidays,19,19:30:00
2268,20130,0,4,1,12.5,0.0,97.6411666671435,10,86,WSW,Clear,5,23,8,2,1,holidays,20,20:00:00
2268,20131,0,4,1,52.0,0.0,39.658499999841105,10,86,WSW,Clear,5,23,8,2,1,holidays,20,20:00:00
2268,20133,0,4,1,21.0,0.0,96.3409999966621,10,86,WSW,Clear,5,23,8,2,1,holidays,20,20:00:00
2269,20134,0,2,1,14.5,0.0,85.0674500028292,10,86,WSW,Clear,5,23,8,2,1,holidays,20,20:00:00
2269,20135,0,2,1,14.5,0.0,96.51433333158494,10,86,WSW,Clear,5,23,8,2,1,holidays,20,20:00:00
2270,20137,0,2,1,14.0,0.0,85.24043333133059,10,86,WSW,Clear,5,23,8,2,1,holidays,20,20:00:00
2271,20146,0,2,1,20.5,0.0,35.6788333296776,9,64,North,Clear,6,24,8,2,1,holidays,11,11:00:00
2271,20147,0,2,1,21.0,0.0,68.924933330218,9,64,North,Clear,6,24,8,2,1,holidays,11,11:00:00
2272,20149,0,2,1,22.5,0.0,33.6571166674296,9,64,North,Clear,6,24,8,2,1,holidays,11,11:00:00
2273,20151,0,1,1,20.0,0.0,160.532400000095,9,64,North,Clear,6,24,8,2,1,holidays,11,11:00:00
2273,20152,0,1,1,20.5,0.0,160.489049998919,9,64,North,Clear,6,24,8,2,1,holidays,11,11:00:00
2274,20156,0,3,1,17.0,0.0,78.3236166675886,10,66,North,Partly Cloudy,6,24,8,2,1,holidays,11,11:30:00
2274,20157,0,3,1,21.0,0.0,35.3877833326658,10,66,North,Partly Cloudy,6,24,8,2,1,holidays,11,11:30:00
2276,20158,0,2,1,32.0,0.0,8.06256666580836,10,66,North,Partly Cloudy,6,24,8,2,1,holidays,11,11:30:00
2275,20162,0,2,1,20.5,0.0,84.0767833352089,10,66,North,Partly Cloudy,6,24,8,2,1,holidays,11,11:30:00
2275,20163,0,2,1,20.5,0.0,84.0632166663806,10,66,North,Partly Cloudy,6,24,8,2,1,holidays,11,11:30:00
2277,20164,0,1,1,11.0,0.0,59.597900001208004,10,53,North,Clear,6,24,8,2,1,holidays,12,12:00:00
2277,20166,0,1,1,15.5,0.0,39.8350666642189,10,53,North,Clear,6,24,8,2,1,holidays,12,12:00:00
2277,20167,0,1,1,17.0,0.0,59.3413833340009,10,53,North,Clear,6,24,8,2,1,holidays,12,12:00:00
2278,20168,0,2,1,16.0,0.0,10.4518833319346,11,58,North,Mostly Cloudy,6,24,8,2,1,holidays,12,12:30:00
2279,20170,0,1,1,37.5,0.0,0.555116665363312,11,34,North,Clear,6,24,8,2,1,holidays,15,15:00:00
2279,20172,1,1,2,15.75,0.0,3.27226666609446,11,34,North,Clear,6,24,8,2,1,holidays,15,15:00:00
2280,20172,1,1,2,15.75,0.0,3.27226666609446,11,47,North,Mostly Cloudy,6,24,8,2,1,holidays,15,15:30:00
2281,20174,0,2,1,33.5,0.0,95.44395000139869,10,54,NNW,Scattered Clouds,6,24,8,2,1,holidays,18,18:30:00
2281,20175,0,2,1,24.5,0.0,110.576666665077,10,54,NNW,Scattered Clouds,6,24,8,2,1,holidays,18,18:30:00
2282,20176,0,2,1,21.5,0.0,80.7178999980291,8,50,WNW,Clear,6,24,8,2,1,holidays,19,19:00:00
2283,20179,0,2,1,28.0,0.0,101.258116666476,8,50,WNW,Clear,6,24,8,2,1,holidays,19,19:00:00
2283,20180,0,2,1,15.0,0.0,101.185999997457,8,50,WNW,Clear,6,24,8,2,1,holidays,19,19:00:00
2284,20181,0,2,1,16.0,0.0,112.261166667938,8,71,NW,Scattered Clouds,6,24,8,2,1,holidays,19,19:30:00
2285,20183,0,2,1,18.0,0.0,60.6402833302816,8,71,NW,Scattered Clouds,6,24,8,2,1,holidays,19,19:30:00
2285,20184,0,2,1,37.0,0.0,60.772833331426,8,71,NW,Scattered Clouds,6,24,8,2,1,holidays,19,19:30:00
2286,20187,0,2,1,27.0,0.0,35.0477833310763,7,64,NW,Clear,6,24,8,2,1,holidays,20,20:00:00
2287,20189,0,2,1,25.0,0.0,12.1893833319346,7,64,NW,Clear,6,24,8,2,1,holidays,20,20:00:00
2287,20190,0,2,1,24.5,0.0,54.327833334604904,7,64,NW,Clear,6,24,8,2,1,holidays,20,20:00:00
2288,20195,0,2,1,21.5,0.0,8.92649999856949,10,50,SE,Clear,7,25,8,2,1,holidays,11,11:30:00
2289,20200,0,1,1,73.5,0.0,75.0352833310763,10,50,SE,Clear,7,25,8,2,1,holidays,11,11:30:00
2290,20201,0,4,1,19.5,0.0,8.12388333082199,10,50,SE,Clear,7,25,8,2,1,holidays,11,11:30:00
2290,20202,0,4,1,18.5,0.0,12.3,10,50,SE,Clear,7,25,8,2,1,holidays,11,11:30:00
2290,20204,0,4,1,18.5,0.0,10.770783332983699,10,50,SE,Clear,7,25,8,2,1,holidays,11,11:30:00
2291,20205,0,2,1,17.5,0.0,100.660883331299,10,34,SE,Clear,7,25,8,2,1,holidays,12,12:00:00
2291,20206,0,2,1,19.5,0.0,70.3198333303134,10,34,SE,Clear,7,25,8,2,1,holidays,12,12:00:00
2292,20209,0,2,1,35.5,0.0,65.1730000019074,11,47,SE,Clear,7,25,8,2,1,holidays,12,12:30:00
2293,20211,0,2,1,21.5,0.0,64.281283334891,11,47,SE,Clear,7,25,8,2,1,holidays,12,12:30:00
2293,20212,0,2,1,22.5,0.0,5.84733333190282,11,47,SE,Clear,7,25,8,2,1,holidays,12,12:30:00
2290,20215,0,4,1,18.5,0.0,6.8444333354632105,10,50,SE,Clear,7,25,8,2,1,holidays,11,11:30:00
2290,20216,0,4,1,19.5,0.0,6.8071666638056385,10,50,SE,Clear,7,25,8,2,1,holidays,11,11:30:00
2290,20217,0,4,1,16.0,0.0,8.18261666695277,10,50,SE,Clear,7,25,8,2,1,holidays,11,11:30:00
2294,20223,0,2,1,25.5,0.0,64.92743333180739,12,41,SE,Clear,7,25,8,2,1,holidays,18,18:30:00
2295,20224,0,3,1,59.0,0.0,23.1015499989192,11,34,SE,Clear,7,25,8,2,1,holidays,19,19:00:00
2295,20225,0,3,1,49.0,0.0,23.0896166642507,11,34,SE,Clear,7,25,8,2,1,holidays,19,19:00:00
2297,20228,0,2,1,19.5,0.0,79.1569999972979,11,34,SE,Clear,7,25,8,2,1,holidays,19,19:00:00
2297,20229,0,2,1,18.5,0.0,79.1086000005404,11,34,SE,Clear,7,25,8,2,1,holidays,19,19:00:00
2296,20231,0,4,1,4.5,0.0,1.58410000006358,11,34,SE,Clear,7,25,8,2,1,holidays,19,19:00:00
2296,20233,0,4,1,4.5,0.0,1.46510000228882,11,34,SE,Clear,7,25,8,2,1,holidays,19,19:00:00
2296,20234,0,4,1,4.5,0.0,0.502099998792013,11,34,SE,Clear,7,25,8,2,1,holidays,19,19:00:00
2298,20236,0,2,1,23.5,0.0,41.49926666816079,10,50,SSE,Clear,7,25,8,2,1,holidays,19,19:30:00
2299,20242,0,4,1,20.0,0.0,7.93954999844233,10,39,SSE,Clear,7,25,8,2,1,holidays,20,20:00:00
2299,20243,0,4,1,19.0,0.0,11.045333333810198,10,39,SSE,Clear,7,25,8,2,1,holidays,20,20:00:00
2299,20244,0,4,1,22.0,0.0,88.2832833329837,10,39,SSE,Clear,7,25,8,2,1,holidays,20,20:00:00
2300,20247,0,2,1,31.0,0.0,47.758999999364214,12,82,WSW,Clear,1,26,9,2,1,holidays,18,18:00:00
2300,20248,0,2,1,14.0,0.0,55.012600000699386,12,82,WSW,Clear,1,26,9,2,1,holidays,18,18:00:00
2302,20255,0,2,1,23.0,0.0,2.78978333075841,13,55,SW,Clear,2,27,9,2,1,holidays,11,11:00:00
2303,20258,0,1,1,19.0,0.0,5.16483333508174,15,63,SW,Overcast,2,27,9,2,1,holidays,11,11:30:00
2304,20259,0,1,1,28.0,0.0,4.9955000003178895,15,63,SW,Overcast,2,27,9,2,1,holidays,11,11:30:00
2305,20262,0,2,1,31.0,0.0,33.7576666673025,16,48,SW,Clear,2,27,9,2,1,holidays,12,12:00:00
2306,20265,0,1,1,16.5,0.0,88.1589500029882,16,55,SW,Overcast,2,27,9,2,1,holidays,12,12:30:00
2306,20268,0,1,1,43.0,0.0,86.71121666431429,16,55,SW,Overcast,2,27,9,2,1,holidays,12,12:30:00
2307,20282,0,1,1,46.0,0.0,86.12249999841049,12,67,West,Light Rain,2,27,9,2,1,holidays,18,18:00:00
2308,20285,0,2,1,29.5,0.0,7.404166666666669,12,72,West,Light Rain,2,27,9,2,1,holidays,18,18:30:00
2309,20288,0,2,1,17.5,0.0,57.2357666691144,11,82,West,Light Rain,2,27,9,2,1,holidays,19,19:30:00
2309,20289,0,2,1,17.5,0.0,57.2178333361944,11,82,West,Light Rain,2,27,9,2,1,holidays,19,19:30:00
2310,20295,0,1,1,17.0,0.0,16.588499999046302,10,76,West,Rain,3,28,9,2,1,holidays,11,11:30:00
2310,20296,0,1,1,16.5,0.0,16.5869500001272,10,76,West,Rain,3,28,9,2,1,holidays,11,11:30:00
2310,20297,0,1,1,40.0,0.0,15.014666664600401,10,76,West,Rain,3,28,9,2,1,holidays,11,11:30:00
2312,20299,0,2,1,19.5,0.0,13.1318833351135,10,76,West,Rain,3,28,9,2,1,holidays,11,11:30:00
2311,20300,0,2,1,14.5,0.0,5.36326666673024,10,76,West,Rain,3,28,9,2,1,holidays,11,11:30:00
2311,20301,0,2,1,13.0,0.0,5.1989000002543095,10,76,West,Rain,3,28,9,2,1,holidays,11,11:30:00
2313,20306,0,2,1,15.5,0.0,6.1686666647593205,11,51,WNW,Clear,3,28,9,2,1,holidays,12,12:00:00
2313,20307,0,2,1,13.0,0.0,5.4934999982516,11,51,WNW,Clear,3,28,9,2,1,holidays,12,12:00:00
2314,20309,0,2,1,10.0,0.0,47.3597333312035,12,54,West,Mostly Cloudy,3,28,9,2,1,holidays,12,12:30:00
2315,20312,0,2,1,14.5,0.0,123.743000002702,8,76,WSW,Partly Cloudy,3,28,9,2,1,holidays,18,18:30:00
2315,20313,0,2,1,14.5,0.0,126.604333333174,8,76,WSW,Partly Cloudy,3,28,9,2,1,holidays,18,18:30:00
2316,20315,0,2,1,14.5,0.0,102.15111666917801,8,76,WSW,Partly Cloudy,3,28,9,2,1,holidays,18,18:30:00
2317,20318,0,2,1,17.5,0.0,8.19933333396912,8,70,WNW,Clear,3,28,9,2,1,holidays,19,19:00:00
2317,20319,0,2,1,19.0,0.0,7.346383333206179,8,70,WNW,Clear,3,28,9,2,1,holidays,19,19:00:00
2318,20321,0,1,1,19.0,0.0,114.06793333291999,8,70,WNW,Clear,3,28,9,2,1,holidays,19,19:00:00
2318,20325,0,1,1,20.0,0.0,95.4161666671435,8,70,WNW,Clear,3,28,9,2,1,holidays,19,19:00:00
2320,20326,0,1,1,39.0,0.0,45.572933336099005,7,81,WSW,Partly Cloudy,3,28,9,2,1,holidays,19,19:30:00
2320,20327,0,1,1,26.0,0.0,35.641333333651204,7,81,WSW,Partly Cloudy,3,28,9,2,1,holidays,19,19:30:00
2319,20329,0,1,1,33.0,0.0,88.3338333328565,7,81,WSW,Partly Cloudy,3,28,9,2,1,holidays,19,19:30:00
2319,20330,0,1,1,37.0,0.0,88.29043333133059,7,81,WSW,Partly Cloudy,3,28,9,2,1,holidays,19,19:30:00
2319,20331,0,1,1,17.0,0.0,54.303600001335106,7,81,WSW,Partly Cloudy,3,28,9,2,1,holidays,19,19:30:00
2321,20335,0,2,1,20.0,0.0,129.24456666708,7,81,WSW,Partly Cloudy,3,28,9,2,1,holidays,19,19:30:00
2321,20336,0,2,1,22.5,0.0,150.93761666615802,7,81,WSW,Partly Cloudy,3,28,9,2,1,holidays,19,19:30:00
2322,20337,0,2,1,24.0,0.0,106.47411666711201,7,81,West,Clear,3,28,9,2,1,holidays,20,20:30:00
2323,20339,0,3,1,20.5,0.0,92.3980999986331,7,81,West,Clear,3,28,9,2,1,holidays,20,20:30:00
2323,20340,0,3,1,16.0,0.0,92.38528333504992,7,81,West,Clear,3,28,9,2,1,holidays,20,20:30:00
2323,20341,0,3,1,17.5,0.0,92.37521666685741,7,81,West,Clear,3,28,9,2,1,holidays,20,20:30:00
2324,20343,0,2,1,20.5,0.0,21.519600001970897,9,87,SSW,Clear,4,1,9,3,1,holidays,11,11:00:00
2326,20344,0,3,1,10.0,0.0,55.4442166686058,10,87,SSW,Overcast,4,1,9,3,1,holidays,11,11:30:00
2326,20346,0,3,1,20.0,0.0,55.4252833326658,10,87,SSW,Overcast,4,1,9,3,1,holidays,11,11:30:00
2325,20349,0,1,1,28.0,0.0,41.4195000012716,10,87,SSW,Overcast,4,1,9,3,1,holidays,11,11:30:00
2325,20350,0,1,1,21.5,0.0,8.30509999990463,10,87,SSW,Overcast,4,1,9,3,1,holidays,11,11:30:00
2327,20351,0,4,1,16.5,0.0,108.562950003147,10,87,SSW,Overcast,4,1,9,3,1,holidays,11,11:30:00
2327,20353,0,4,1,19.0,0.0,108.54390000104901,10,87,SSW,Overcast,4,1,9,3,1,holidays,11,11:30:00
2327,20354,0,4,1,20.5,0.0,108.531783334414,10,87,SSW,Overcast,4,1,9,3,1,holidays,11,11:30:00
2328,20355,0,2,1,18.5,0.0,77.899883333842,11,81,SW,Light Rain,4,1,9,3,1,holidays,12,12:00:00
2329,20357,0,2,1,15.0,0.0,54.2858833312988,11,81,SW,Light Rain,4,1,9,3,1,holidays,12,12:00:00
2329,20358,0,2,1,14.5,0.0,54.278616666793795,11,81,SW,Light Rain,4,1,9,3,1,holidays,12,12:00:00
2330,20363,0,2,1,21.5,0.0,63.651166665554,12,82,SW,Overcast,4,1,9,3,1,holidays,12,12:30:00
2331,20365,0,3,1,12.5,0.0,3.53799999952316,12,82,SW,Overcast,4,1,9,3,1,holidays,12,12:30:00
2331,20366,0,3,1,17.0,0.0,4.946549999713901,12,82,SW,Overcast,4,1,9,3,1,holidays,12,12:30:00
2331,20367,0,3,1,16.0,0.0,5.010783334573111,12,82,SW,Overcast,4,1,9,3,1,holidays,12,12:30:00
2332,20370,0,3,1,17.5,0.0,7.47300000190735,12,82,SW,Overcast,4,1,9,3,1,holidays,12,12:30:00
2332,20371,0,3,1,18.0,0.0,8.73133333524068,12,82,SW,Overcast,4,1,9,3,1,holidays,12,12:30:00
2333,20373,0,2,1,26.0,0.0,69.4355999986331,13,61,WSW,Clear,4,1,9,3,1,holidays,19,19:00:00
2334,20375,0,1,1,30.5,0.0,80.35889999866491,13,61,WSW,Clear,4,1,9,3,1,holidays,19,19:00:00
2334,20376,0,1,1,24.0,0.0,72.77599999904629,13,61,WSW,Clear,4,1,9,3,1,holidays,19,19:00:00
2335,20379,0,2,1,21.0,0.0,144.024783333143,13,61,WSW,Clear,4,1,9,3,1,holidays,19,19:00:00
2337,20381,0,4,1,24.0,0.0,111.584950002035,13,67,SW,Clear,4,1,9,3,1,holidays,19,19:30:00
2337,20382,0,4,1,22.0,0.0,111.563499999046,13,67,SW,Clear,4,1,9,3,1,holidays,19,19:30:00
2337,20383,0,4,1,41.0,0.0,111.558383333683,13,67,SW,Clear,4,1,9,3,1,holidays,19,19:30:00
2336,20385,0,2,1,18.0,0.0,32.2893333315849,13,67,SW,Clear,4,1,9,3,1,holidays,19,19:30:00
2336,20386,0,2,1,17.5,0.0,32.2738333304723,13,67,SW,Clear,4,1,9,3,1,holidays,19,19:30:00
2338,20387,0,3,1,14.5,0.0,72.78449999888741,13,67,SW,Overcast,4,1,9,3,1,holidays,20,20:30:00
2338,20389,0,3,1,10.0,0.0,69.294833334287,13,67,SW,Overcast,4,1,9,3,1,holidays,20,20:30:00
2339,20391,0,4,1,21.5,0.0,91.3325000007947,11,88,ESE,Light Drizzle,5,2,9,3,1,holidays,11,11:30:00
2339,20392,0,4,1,25.0,0.0,108.121899998188,11,88,ESE,Light Drizzle,5,2,9,3,1,holidays,11,11:30:00
2339,20394,0,4,1,21.5,0.0,86.0974999984105,11,88,ESE,Light Drizzle,5,2,9,3,1,holidays,11,11:30:00
2340,20395,0,3,1,21.0,0.0,86.79033333460491,11,88,ESE,Light Drizzle,5,2,9,3,1,holidays,11,11:30:00
2340,20396,0,3,1,13.0,0.0,86.7754999995232,11,88,ESE,Light Drizzle,5,2,9,3,1,holidays,11,11:30:00
2341,20402,0,2,1,18.5,0.0,5.0036666671435,11,82,ESE,Overcast,5,2,9,3,1,holidays,12,12:30:00
2341,20403,0,2,1,18.5,0.0,22.045949999491402,11,82,ESE,Overcast,5,2,9,3,1,holidays,12,12:30:00
