,mean_visit_duration,median_visit_duration,std_visit_duration
DJERBA - 31cm  - câpres  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm  - champignons frais  ID18,57.984838630247964,59.073548451182006,35.89244819816255
DJERBA - 31cm  - chorizo  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm  - crème fraîche  ID18,57.04055343738668,55.57596343261014,35.27091085190433
DJERBA - 31cm  - double mozzarella  ID18,57.984838630247964,59.073548451182006,35.89244819816255
DJERBA - 31cm  - fromage de chèvre  ID18,57.984838630247964,59.073548451182006,35.89244819816255
DJERBA - 31cm  - jambon  ID18,57.984838630247964,59.16204572797278,35.34933456665034
DJERBA - 31cm  - lardons fumés  ID18,57.984838630247964,59.16204572797278,35.34933456665034
DJERBA - 31cm  - merguez  ID18,57.04055343738668,55.57596343261014,35.27091085190433
DJERBA - 31cm Miel - 31 cm  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm  - œuf  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm  - oignons  ID18,57.38500088462105,56.29026084534463,35.89244819816255
DJERBA - 31cm  - pepperoni  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm  - poivrons  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm  - pommes de terre  ID18,57.984838630247964,59.073548451182006,35.89244819816255
DJERBA - 31cm  - poulet  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm Reblochon - 31 cm  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm Roquefort - 31 cm  ID18,57.38500088462105,56.29026084534463,35.34933456665034
DJERBA - 31cm Sans Merguez  ID18,58.790087367942355,60.234973315301865,36.062981897738155
DJERBA - 31cm Sans Mozzarella  ID18,57.984838630247964,59.073548451182006,35.54165925364353
DJERBA - 31cm Sans Oeuf  ID18,58.790087367942355,60.86077345124558,36.062981897738155
DJERBA - 31cm Sans Origan  ID18,58.790087367942355,60.86077345124558,36.062981897738155
DJERBA - 31cm Sans Sauce Tomate  ID18,57.984838630247964,59.073548451182006,35.89244819816255
DJERBA - 31cm Saumon - 31 cm  ID18,57.04055343738668,55.57596343261014,35.27091085190433
DJERBA - 31cm  - tomates fraîches  ID18,57.984838630247964,59.16204572797278,35.34933456665034
SUNSET - 26cm Anchois - 26 cm  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm Artichaut - 26 cm  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm  - bœuf épicé  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm  - câpres  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm  - champignons frais  ID19,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 26cm  - chorizo  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm  - crème fraîche  ID19,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 26cm  - double mozzarella  ID19,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 26cm  - fromage de chèvre  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm  - jambon  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm  - lardons fumés  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm  - merguez  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm Miel - 26 cm  ID19,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 26cm Noix - 26 cm  ID19,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 26cm Oeuf - 26 cm  ID19,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 26cm  - œuf  ID19,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 26cm  - oignons  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm Olives 26  ID19,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 26cm  - pepperoni  ID19,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 26cm  - poivrons  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm  - pommes de terre  ID19,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 26cm  - poulet  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm Reblochon - 26 cm  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm Roquefort - 26 cm  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm Sans Crème Fraîche  ID19,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 26cm Sans Merguez  ID19,57.33727252714515,56.29026084534463,35.34933456665034
SUNSET - 26cm Sans Mozzarella  ID19,57.33727252714515,56.29026084534463,35.34933456665034
SUNSET - 26cm Sans Oeuf  ID19,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 26cm Sans Olives Noires  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 26cm Sans Persillade  ID19,57.33727252714515,56.29026084534463,35.34933456665034
SUNSET - 26cm Sans Tomates Fraîches  ID19,57.442198100098864,56.29026084534463,35.17235851239897
SUNSET - 26cm Saumon - 26 cm  ID19,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 26cm  - tomates fraîches  ID19,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm Ananas - 31 cm  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm Anchois - 31 cm  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm Banane - 31 cm  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - bœuf épicé  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - câpres  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - champignons frais  ID20,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 31cm  - chorizo  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - crème fraîche  ID20,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 31cm  - double mozzarella  ID20,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 31cm  - fromage de chèvre  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - jambon  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - lardons fumés  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - merguez  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm Miel - 31 cm  ID20,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 31cm  - œuf  ID20,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 31cm  - oignons  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - pepperoni  ID20,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 31cm  - poivrons  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm  - pommes de terre  ID20,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 31cm  - poulet  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm Reblochon - 31 cm  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm Roquefort - 31 cm  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm Sans Crème Fraîche  ID20,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 31cm Sans Merguez  ID20,57.33727252714515,56.29026084534463,35.34933456665034
SUNSET - 31cm Sans Mozzarella  ID20,57.33727252714515,56.29026084534463,35.34933456665034
SUNSET - 31cm Sans Oeuf  ID20,57.38500088462105,56.29026084534463,35.34933456665034
SUNSET - 31cm Sans Olives Noires  ID20,57.33727252714515,56.29026084534463,35.27091085190433
SUNSET - 31cm Sans Persillade  ID20,57.33727252714515,56.29026084534463,35.34933456665034
SUNSET - 31cm Sans Tomates Fraîches  ID20,57.442198100098864,56.29026084534463,35.17235851239897
SUNSET - 31cm Saumon - 31 cm  ID20,56.53503943645441,55.57596343261014,35.27091085190433
SUNSET - 31cm  - tomates fraîches  ID20,57.33727252714515,56.29026084534463,35.27091085190433
CHEESE - 26cm Anchois - 26 cm  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Artichaut - 26 cm  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - bœuf épicé  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - câpres  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - champignons frais  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - chorizo  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - crème fraîche  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - double mozzarella  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - fromage de chèvre  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - jambon  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - lardons fumés  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - merguez  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Miel - 26 cm  ID21,56.144128848480825,55.79515452554887,34.669134413776106
CHEESE - 26cm Noix - 26 cm  ID21,56.144128848480825,55.79515452554887,34.669134413776106
CHEESE - 26cm Oeuf - 26 cm  ID21,56.144128848480825,55.79515452554887,34.669134413776106
CHEESE - 26cm  - œuf  ID21,56.144128848480825,55.79515452554887,34.669134413776106
CHEESE - 26cm  - oignons  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Olives 26  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - pepperoni  ID21,56.144128848480825,55.79515452554887,34.669134413776106
CHEESE - 26cm  - poivrons  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - pommes de terre  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - poulet  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Reblochon - 26 cm  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Roquefort - 26 cm  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Sans Chèvre Frais  ID21,55.207983600290135,54.613477211148904,33.37322391367746
CHEESE - 26cm Sans Emmental  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Sans Mozzarella  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Sans Roquefort  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm Saumon - 26 cm  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 26cm  - tomates fraîches  ID21,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm Ananas - 31 cm  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm Anchois - 31 cm  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm Banane - 31 cm  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - bœuf épicé  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - câpres  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - champignons frais  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - chorizo  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - crème fraîche  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - double mozzarella  ID22,55.45549863999638,54.71492539974571,34.43345132211374
CHEESE - 31cm  - fromage de chèvre  ID22,55.45549863999638,54.71492539974571,34.43345132211374
CHEESE - 31cm  - jambon  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - lardons fumés  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - merguez  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm Miel - 31 cm  ID22,56.144128848480825,55.57222177279196,35.29270183932191
CHEESE - 31cm  - œuf  ID22,56.144128848480825,55.57222177279196,35.29270183932191
CHEESE - 31cm  - oignons  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - pepperoni  ID22,56.144128848480825,55.57222177279196,35.29270183932191
CHEESE - 31cm  - poivrons  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm  - pommes de terre  ID22,55.45549863999638,54.71492539974571,34.43345132211374
CHEESE - 31cm  - poulet  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm Reblochon - 31 cm  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm Roquefort - 31 cm  ID22,56.144128848480825,55.07302678911869,34.840682486592286
CHEESE - 31cm Sans Chèvre Frais  ID22,56.70102234443099,55.0257873796383,34.18377245966969
CHEESE - 31cm Sans Emmental  ID22,56.181032036580135,55.250989660718126,33.36051906043796
CHEESE - 31cm Sans Mozzarella  ID22,56.181032036580135,55.250989660718126,33.36051906043796
CHEESE - 31cm Sans Roquefort  ID22,56.181032036580135,55.250989660718126,33.36051906043796
CHEESE - 31cm Saumon - 31 cm  ID22,56.144128848480825,54.71492539974571,34.43345132211374
CHEESE - 31cm  - tomates fraîches  ID22,54.88591256608553,54.71492539974571,34.3054053814371
NEVADA - 26cm Anchois - 26 cm  ID23,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 26cm Artichaut - 26 cm  ID23,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 26cm  - bœuf épicé  ID23,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 26cm  - câpres  ID23,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 26cm  - champignons frais  ID23,56.9186651973795,55.672624603324806,33.59991006411914
NEVADA - 26cm  - chorizo  ID23,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 26cm  - crème fraîche  ID23,56.10964718710929,54.99088312429042,32.549262752738954
NEVADA - 26cm  - double mozzarella  ID23,57.32816694603393,56.18686358370245,33.89715382402931
NEVADA - 26cm  - fromage de chèvre  ID23,57.196700719623834,55.9169825423035,33.40648974272571
NEVADA - 26cm  - jambon  ID23,56.03846050226066,54.891191765738135,32.549262752738954
NEVADA - 26cm  - lardons fumés  ID23,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 26cm  - merguez  ID23,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 26cm Miel - 26 cm  ID23,55.89659133434739,55.06418977998075,30.859471327249807
NEVADA - 26cm Noix - 26 cm  ID23,55.89659133434739,55.06418977998075,30.859471327249807
NEVADA - 26cm Oeuf - 26 cm  ID23,55.89659133434739,55.06418977998075,30.859471327249807
NEVADA - 26cm  - œuf  ID23,55.89659133434739,55.06418977998075,30.859471327249807
NEVADA - 26cm  - oignons  ID23,55.414015188979015,55.012701568688826,32.74843825682427
NEVADA - 26cm Olives 26  ID23,57.302574805753494,56.18686358370245,33.89715382402931
NEVADA - 26cm  - pepperoni  ID23,55.89659133434739,55.06418977998075,30.859471327249807
NEVADA - 26cm  - poivrons  ID23,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 26cm  - pommes de terre  ID23,57.196700719623834,55.9169825423035,33.40648974272571
NEVADA - 26cm  - poulet  ID23,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 26cm Reblochon - 26 cm  ID23,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 26cm Roquefort - 26 cm  ID23,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 26cm Sans Mozzarella  ID23,57.196700719623834,56.18686358370245,33.89715382402931
NEVADA - 26cm Sans Origan  ID23,57.196700719623834,55.97355767545514,33.40648974272571
NEVADA - 26cm Sans Sauce Tomate  ID23,57.196700719623834,56.18686358370245,33.89715382402931
NEVADA - 26cm Saumon - 26 cm  ID23,56.36986099047847,55.272288739924164,32.549262752738954
NEVADA - 26cm  - tomates fraîches  ID23,56.10964718710929,55.23988312325727,32.74843825682427
NEVADA - 31cm Ananas - 31 cm  ID24,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 31cm Anchois - 31 cm  ID24,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 31cm Banane - 31 cm  ID24,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 31cm  - bœuf épicé  ID24,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 31cm  - câpres  ID24,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 31cm  - champignons frais  ID24,56.9186651973795,55.672624603324806,33.59991006411914
NEVADA - 31cm  - chorizo  ID24,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 31cm  - crème fraîche  ID24,56.10964718710929,54.99088312429042,32.549262752738954
NEVADA - 31cm  - double mozzarella  ID24,57.32816694603393,56.18686358370245,33.89715382402931
NEVADA - 31cm  - fromage de chèvre  ID24,57.196700719623834,55.9169825423035,33.40648974272571
NEVADA - 31cm  - jambon  ID24,56.03846050226066,54.891191765738135,32.549262752738954
NEVADA - 31cm  - lardons fumés  ID24,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 31cm  - merguez  ID24,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 31cm Miel - 31 cm  ID24,55.89659133434739,55.06418977998075,30.859471327249807
NEVADA - 31cm  - œuf  ID24,55.89659133434739,55.06418977998075,30.859471327249807
NEVADA - 31cm  - oignons  ID24,55.414015188979015,55.012701568688826,32.74843825682427
NEVADA - 31cm  - pepperoni  ID24,55.89659133434739,55.06418977998075,30.859471327249807
NEVADA - 31cm  - poivrons  ID24,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 31cm  - pommes de terre  ID24,57.196700719623834,55.9169825423035,33.40648974272571
NEVADA - 31cm  - poulet  ID24,55.414015188979015,54.8178851100478,32.549262752738954
NEVADA - 31cm Reblochon - 31 cm  ID24,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 31cm Roquefort - 31 cm  ID24,55.38424148621779,54.8178851100478,32.549262752738954
NEVADA - 31cm Sans Mozzarella  ID24,57.196700719623834,56.18686358370245,33.89715382402931
NEVADA - 31cm Sans Origan  ID24,57.196700719623834,55.97355767545514,33.40648974272571
NEVADA - 31cm Sans Sauce Tomate  ID24,57.196700719623834,56.18686358370245,33.89715382402931
NEVADA - 31cm Saumon - 31 cm  ID24,56.36986099047847,55.272288739924164,32.549262752738954
NEVADA - 31cm  - tomates fraîches  ID24,56.10964718710929,55.23988312325727,32.74843825682427
CAPRICORNE - 26cm Anchois - 26 cm  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm Artichaut - 26 cm  ID25,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 26cm  - bœuf épicé  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm  - câpres  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm  - champignons frais  ID25,57.55788050327156,55.86103787378205,35.51986826622594
CAPRICORNE - 26cm  - chorizo  ID25,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 26cm  - crème fraîche  ID25,57.38500088462105,54.94642163684825,35.51986826622594
CAPRICORNE - 26cm  - double mozzarella  ID25,57.442198100098864,55.06793143979894,35.22899123972741
CAPRICORNE - 26cm  - fromage de chèvre  ID25,57.442198100098864,55.06793143979894,35.22899123972741
CAPRICORNE - 26cm  - jambon  ID25,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 26cm  - lardons fumés  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm  - merguez  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm Miel - 26 cm  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm Noix - 26 cm  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm Oeuf - 26 cm  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm  - œuf  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm  - oignons  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm Olives 26  ID25,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 26cm  - pepperoni  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm  - poivrons  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm  - pommes de terre  ID25,57.442198100098864,55.06793143979894,35.22899123972741
CAPRICORNE - 26cm  - poulet  ID25,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 26cm Reblochon - 26 cm  ID25,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 26cm Roquefort - 26 cm  ID25,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 26cm Sans Chèvre Frais  ID25,57.312540908530984,55.06793143979894,35.03053218311287
CAPRICORNE - 26cm Sans Mozzarella  ID25,57.442198100098864,55.06793143979894,35.22899123972741
CAPRICORNE - 26cm Sans Noix de Pécan  ID25,57.56603757120684,55.97880601691456,35.42131592672059
CAPRICORNE - 26cm Sans Origan  ID25,57.442198100098864,55.06793143979894,35.51986826622594
CAPRICORNE - 26cm Saumon - 26 cm  ID25,57.38500088462105,54.94642163684825,35.51986826622594
CAPRICORNE - 26cm  - tomates fraîches  ID25,57.55788050327156,55.86103787378205,35.51986826622594
CAPRICORNE - 31cm Ananas - 31 cm  ID26,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 31cm Anchois - 31 cm  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm Banane - 31 cm  ID26,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 31cm  - bœuf épicé  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm  - câpres  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm  - champignons frais  ID26,57.55788050327156,55.86103787378205,35.51986826622594
CAPRICORNE - 31cm  - chorizo  ID26,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 31cm  - crème fraîche  ID26,57.38500088462105,54.94642163684825,35.51986826622594
CAPRICORNE - 31cm  - double mozzarella  ID26,57.442198100098864,55.06793143979894,35.22899123972741
CAPRICORNE - 31cm  - fromage de chèvre  ID26,57.442198100098864,55.06793143979894,35.22899123972741
CAPRICORNE - 31cm  - jambon  ID26,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 31cm  - lardons fumés  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm  - merguez  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm Miel - 31 cm  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm  - œuf  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm  - oignons  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm  - pepperoni  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm  - poivrons  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm  - pommes de terre  ID26,57.442198100098864,55.06793143979894,35.22899123972741
CAPRICORNE - 31cm  - poulet  ID26,58.790087367942355,60.234973315301865,36.062981897738155
CAPRICORNE - 31cm Reblochon - 31 cm  ID26,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 31cm Roquefort - 31 cm  ID26,57.38500088462105,55.57596343261014,35.54165925364353
CAPRICORNE - 31cm Sans Chèvre Frais  ID26,57.312540908530984,55.06793143979894,35.03053218311287
CAPRICORNE - 31cm Sans Mozzarella  ID26,57.442198100098864,55.06793143979894,35.22899123972741
CAPRICORNE - 31cm Sans Noix de Pécan  ID26,57.56603757120684,55.97880601691456,35.42131592672059
CAPRICORNE - 31cm Sans Origan  ID26,57.442198100098864,55.06793143979894,35.51986826622594
CAPRICORNE - 31cm Saumon - 31 cm  ID26,57.38500088462105,54.94642163684825,35.51986826622594
CAPRICORNE - 31cm  - tomates fraîches  ID26,57.55788050327156,55.86103787378205,35.51986826622594
VEGETARIENNE - 26cm Anchois - 26 cm  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm Artichaut - 26 cm  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm  - bœuf épicé  ID27,56.144128848480825,55.02249660977046,35.429328329531614
VEGETARIENNE - 26cm  - câpres  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm  - champignons frais  ID27,56.144128848480825,55.02249660977046,34.2927005281976
VEGETARIENNE - 26cm  - chorizo  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm  - crème fraîche  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm  - double mozzarella  ID27,56.82252246806359,55.78222885253342,34.20727878388114
VEGETARIENNE - 26cm  - fromage de chèvre  ID27,57.442198100098864,55.78222885253342,34.91773194085532
VEGETARIENNE - 26cm  - jambon  ID27,56.144128848480825,55.02249660977046,35.429328329531614
VEGETARIENNE - 26cm  - lardons fumés  ID27,56.144128848480825,55.02249660977046,35.429328329531614
VEGETARIENNE - 26cm  - merguez  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm Miel - 26 cm  ID27,56.144128848480825,55.236592353389426,34.20727878388114
VEGETARIENNE - 26cm Noix - 26 cm  ID27,56.144128848480825,55.236592353389426,34.20727878388114
VEGETARIENNE - 26cm Oeuf - 26 cm  ID27,56.144128848480825,55.236592353389426,34.20727878388114
VEGETARIENNE - 26cm  - œuf  ID27,56.144128848480825,55.236592353389426,34.20727878388114
VEGETARIENNE - 26cm  - oignons  ID27,54.88591256608553,55.02249660977046,34.2927005281976
VEGETARIENNE - 26cm Olives 26  ID27,55.38575498650863,55.02249660977046,34.877793194537254
VEGETARIENNE - 26cm  - pepperoni  ID27,56.144128848480825,55.236592353389426,34.20727878388114
VEGETARIENNE - 26cm  - poivrons  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm  - pommes de terre  ID27,57.78841212499613,56.74096655682453,35.13176763152249
VEGETARIENNE - 26cm  - poulet  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm Reblochon - 26 cm  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm Roquefort - 26 cm  ID27,54.88591256608553,54.71492539974571,34.2927005281976
VEGETARIENNE - 26cm Sans Artichaut  ID27,57.442198100098864,56.10508024227999,34.81782522374614
VEGETARIENNE - 26cm Sans Champignons  ID27,57.51321936678772,56.10508024227999,34.91773194085532
VEGETARIENNE - 26cm Sans Mais  ID27,57.442198100098864,56.532545196577075,34.75912840277748
VEGETARIENNE - 26cm Sans Mozzarella  ID27,57.442198100098864,56.10508024227999,34.81782522374614
VEGETARIENNE - 26cm Sans Origan  ID27,57.725547926242555,56.501599302503934,34.91773194085532
VEGETARIENNE - 26cm Sans Poivrons  ID27,57.51321936678772,56.10508024227999,34.91773194085532
