ID,ProductID,Name,ProductGroupID,Name,GrossPrice,NetPrice,GuidedActivityID,WorkingOrder
131,131,CHOCOLAT LIEGEOIS_201709,54,GA Desserts_201709,0.00000,6.00,NULL,4
132,132,COCONUTS_201709,19,Coupes glacées_201709,0.00000,6.00,NULL,4
132,132,COCONUTS_201709,54,GA Desserts_201709,0.00000,6.00,NULL,4
133,133,CADILLAC_201709,19,Coupes glacées_201709,0.00000,6.00,NULL,4
133,133,CADILLAC_201709,54,GA Desserts_201709,0.00000,6.00,NULL,4
134,134,OASIS DE FRAICHEUR_201709,19,Coupes glacées_201709,0.00000,6.00,NULL,4
134,134,OASIS DE FRAICHEUR_201709,54,GA Desserts_201709,0.00000,6.00,NULL,4
135,135,COLONEL_201709,19,Coupes glacées_201709,0.00000,6.00,NULL,4
135,135,COLONEL_201709,54,GA Desserts_201709,0.00000,6.00,NULL,4
136,136,VOYAGE EXOTIQUE_201709,19,Coupes glacées_201709,0.00000,6.00,NULL,4
136,136,VOYAGE EXOTIQUE_201709,54,GA Desserts_201709,0.00000,6.00,NULL,4
137,137,ICEBERG_201709,19,Coupes glacées_201709,0.00000,6.00,NULL,4
137,137,ICEBERG_201709,54,GA Desserts_201709,0.00000,6.00,NULL,4
138,138,COCKTAIL PIZZ'UP_201709,1,Cocktails_201709,0.00000,5.10,10,1
138,138,COCKTAIL PIZZ'UP_201709,48,GA A partager1_201709,0.00000,5.10,10,1
139,139,SPRITZ_201709,1,Cocktails_201709,0.00000,5.10,10,1
139,139,SPRITZ_201709,48,GA A partager1_201709,0.00000,5.10,10,1
140,140,TEQUILA SUNRISE_201709,1,Cocktails_201709,0.00000,5.30,10,1
140,140,TEQUILA SUNRISE_201709,48,GA A partager1_201709,0.00000,5.30,10,1
141,141,PINA COLADA_201709,1,Cocktails_201709,0.00000,5.90,10,1
141,141,PINA COLADA_201709,48,GA A partager1_201709,0.00000,5.90,10,1
142,142,FEU D'ARTIFICE SANS ALCOOL_201709,1,Cocktails_201709,0.00000,4.70,10,1
142,142,FEU D'ARTIFICE SANS ALCOOL_201709,48,GA A partager1_201709,0.00000,4.70,10,1
143,143,KIZZ PIZZ'UP VIN BLANC_201709,2,Apéritifs_201709,0.00000,2.50,10,1
143,143,KIZZ PIZZ'UP VIN BLANC_201709,48,GA A partager1_201709,0.00000,2.50,10,1
144,144,RICARD_201709,2,Apéritifs_201709,0.00000,2.90,10,1
144,144,RICARD_201709,48,GA A partager1_201709,0.00000,2.90,10,1
145,145,PONTARLIER_201709,2,Apéritifs_201709,0.00000,2.90,10,1
145,145,PONTARLIER_201709,48,GA A partager1_201709,0.00000,2.90,10,1
146,146,SANGRIA_201709,2,Apéritifs_201709,0.00000,3.00,NULL,1
146,146,SANGRIA_201709,48,GA A partager1_201709,0.00000,3.00,NULL,1
147,147,KIZZ RETRO_201709,2,Apéritifs_201709,0.00000,4.00,10,1
147,147,KIZZ RETRO_201709,48,GA A partager1_201709,0.00000,4.00,10,1
148,148,MARTINI BLANC_201709,2,Apéritifs_201709,0.00000,4.00,10,1
148,148,MARTINI BLANC_201709,48,GA A partager1_201709,0.00000,4.00,10,1
149,149,MARTINI ROUGE_201709,2,Apéritifs_201709,0.00000,4.00,10,1
149,149,MARTINI ROUGE_201709,48,GA A partager1_201709,0.00000,4.00,10,1
150,150,PORTO BLANC_201709,2,Apéritifs_201709,0.00000,2.90,10,1
150,150,PORTO BLANC_201709,48,GA A partager1_201709,0.00000,2.90,10,1
151,151,PORTO ROUGE_201709,2,Apéritifs_201709,0.00000,2.90,10,1
151,151,PORTO ROUGE_201709,48,GA A partager1_201709,0.00000,2.90,10,1
152,152,MACVIN DU JURA_201709,2,Apéritifs_201709,0.00000,4.00,10,1
152,152,MACVIN DU JURA_201709,48,GA A partager1_201709,0.00000,4.00,10,1
153,153,WILLIAM LAWSON SCOTCH (NATURE)_201709,2,Apéritifs_201709,0.00000,4.50,10,1
153,153,WILLIAM LAWSON SCOTCH (NATURE)_201709,48,GA A partager1_201709,0.00000,4.50,10,1
154,154,WILLIAM LAWSON SCOTCH + SODA_201709,2,Apéritifs_201709,0.00000,4.50,10,1
154,154,WILLIAM LAWSON SCOTCH + SODA_201709,48,GA A partager1_201709,0.00000,4.50,10,1
155,155,JACK DANIEL'S_201709,2,Apéritifs_201709,0.00000,5.00,10,1
155,155,JACK DANIEL'S_201709,48,GA A partager1_201709,0.00000,5.00,10,1
156,156,HOEGAARDEN BLANCHE (33cl)_201709,22,Bières_201709,0.00000,4.60,NULL,1
156,156,HOEGAARDEN BLANCHE (33cl)_201709,48,GA A partager1_201709,0.00000,4.60,NULL,1
156,156,HOEGAARDEN BLANCHE (33cl)_201709,52,GA Boissons_201709,0.00000,4.60,NULL,1
157,157,DESPERADOS (33cl)_201709,22,Bières_201709,0.00000,4.70,NULL,1
157,157,DESPERADOS (33cl)_201709,48,GA A partager1_201709,0.00000,4.70,NULL,1
157,157,DESPERADOS (33cl)_201709,52,GA Boissons_201709,0.00000,4.70,NULL,1
157,157,DESPERADOS (33cl)_201709,1007,Boissons à Emporter,0.00000,4.70,NULL,1
158,158,PANACHE (25cl)_201709,22,Bières_201709,0.00000,3.00,NULL,1
158,158,PANACHE (25cl)_201709,48,GA A partager1_201709,0.00000,3.00,NULL,1
158,158,PANACHE (25cl)_201709,52,GA Boissons_201709,0.00000,3.00,NULL,1
159,159,PANACHE (50cl)_201709,22,Bières_201709,0.00000,5.30,NULL,1
159,159,PANACHE (50cl)_201709,48,GA A partager1_201709,0.00000,5.30,NULL,1
159,159,PANACHE (50cl)_201709,52,GA Boissons_201709,0.00000,5.30,NULL,1
160,160,COMETE (25cl)_201709,22,Bières_201709,0.00000,3.40,NULL,1
160,160,COMETE (25cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,3.40,NULL,1
160,160,COMETE (25cl)_201709,48,GA A partager1_201709,0.00000,3.40,NULL,1
160,160,COMETE (25cl)_201709,52,GA Boissons_201709,0.00000,3.40,NULL,1
161,161,COMETE (50cl)_201709,22,Bières_201709,0.00000,5.50,NULL,1
161,161,COMETE (50cl)_201709,48,GA A partager1_201709,0.00000,5.50,NULL,1
161,161,COMETE (50cl)_201709,52,GA Boissons_201709,0.00000,5.50,NULL,1
162,162,BIERE DE SAISON (25cl)_201709,22,Bières_201709,0.00000,3.60,NULL,1
162,162,BIERE DE SAISON (25cl)_201709,48,GA A partager1_201709,0.00000,3.60,NULL,1
162,162,BIERE DE SAISON (25cl)_201709,52,GA Boissons_201709,0.00000,3.60,NULL,1
163,163,BIERE DE SAISON (50cl)_201709,22,Bières_201709,0.00000,5.80,NULL,1
163,163,BIERE DE SAISON (50cl)_201709,48,GA A partager1_201709,0.00000,5.80,NULL,1
163,163,BIERE DE SAISON (50cl)_201709,52,GA Boissons_201709,0.00000,5.80,NULL,1
164,164,VITTEL (50cl)_201709,25,Eau _201709,0.00000,2.50,NULL,1
164,164,VITTEL (50cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,2.50,NULL,1
164,164,VITTEL (50cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.50,NULL,1
165,165,VITTEL (1l)_201709,25,Eau _201709,0.00000,3.50,NULL,1
166,166,SAN PELLEGRINO (50cl)_201709,25,Eau _201709,0.00000,3.10,NULL,1
166,166,SAN PELLEGRINO (50cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,3.10,NULL,1
167,167,SAN PELLEGRINO (1l)_201709,25,Eau _201709,0.00000,4.10,NULL,1
168,168,PERRIER (33cl)_201709,25,Eau _201709,0.00000,3.40,NULL,1
169,169,SPRITE (33cl)_201709,23,Sodas/jus_201709,0.00000,2.10,NULL,1
169,169,SPRITE (33cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,2.10,NULL,1
169,169,SPRITE (33cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.10,NULL,1
169,169,SPRITE (33cl)_201709,52,GA Boissons_201709,0.00000,2.10,NULL,1
170,170,FANTA (33cl)_201709,23,Sodas/jus_201709,0.00000,2.10,NULL,1
170,170,FANTA (33cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,2.10,NULL,1
170,170,FANTA (33cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.10,NULL,1
170,170,FANTA (33cl)_201709,52,GA Boissons_201709,0.00000,2.10,NULL,1
171,171,ORANGINA (25cl)_201709,23,Sodas/jus_201709,0.00000,3.40,NULL,1
171,171,ORANGINA (25cl)_201709,52,GA Boissons_201709,0.00000,3.40,NULL,1
172,172,COCA-COLA (33cl)_201709,23,Sodas/jus_201709,0.00000,3.40,NULL,1
172,172,COCA-COLA (33cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,3.40,NULL,1
172,172,COCA-COLA (33cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,3.40,NULL,1
172,172,COCA-COLA (33cl)_201709,52,GA Boissons_201709,0.00000,3.40,NULL,1
172,172,COCA-COLA (33cl)_201709,1007,Boissons à Emporter,0.00000,3.40,NULL,1
173,173,COCA-COLA ZERO (33cl)_201709,23,Sodas/jus_201709,0.00000,3.40,NULL,1
173,173,COCA-COLA ZERO (33cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,3.40,NULL,1
173,173,COCA-COLA ZERO (33cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,3.40,NULL,1
173,173,COCA-COLA ZERO (33cl)_201709,52,GA Boissons_201709,0.00000,3.40,NULL,1
174,174,NESTEA PECHE (25cl)_201709,23,Sodas/jus_201709,0.00000,3.00,NULL,1
174,174,NESTEA PECHE (25cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,3.00,NULL,1
174,174,NESTEA PECHE (25cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,3.00,NULL,1
174,174,NESTEA PECHE (25cl)_201709,52,GA Boissons_201709,0.00000,3.00,NULL,1
175,175,DIABOLO (33cl)_201709,23,Sodas/jus_201709,0.00000,2.50,NULL,1
175,175,DIABOLO (33cl)_201709,36,GA Boisson Menu Liberty_201709,0.00000,2.50,NULL,1
175,175,DIABOLO (33cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.50,NULL,1
175,175,DIABOLO (33cl)_201709,52,GA Boissons_201709,0.00000,2.50,NULL,1
176,176,JUS D'ORANGE (25cl)_201709,23,Sodas/jus_201709,0.00000,2.50,NULL,1
176,176,JUS D'ORANGE (25cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.50,NULL,1
176,176,JUS D'ORANGE (25cl)_201709,52,GA Boissons_201709,0.00000,2.50,NULL,1
177,177,JUS D'ANANAS (25cl)_201709,23,Sodas/jus_201709,0.00000,2.50,NULL,1
177,177,JUS D'ANANAS (25cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.50,NULL,1
177,177,JUS D'ANANAS (25cl)_201709,52,GA Boissons_201709,0.00000,2.50,NULL,1
178,178,JUS DE POMME (25cl)_201709,23,Sodas/jus_201709,0.00000,2.50,NULL,1
178,178,JUS DE POMME (25cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.50,NULL,1
178,178,JUS DE POMME (25cl)_201709,52,GA Boissons_201709,0.00000,2.50,NULL,1
179,179,JUS D'ABRICOT (25cl)_201709,23,Sodas/jus_201709,0.00000,2.50,NULL,1
179,179,JUS D'ABRICOT (25cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.50,NULL,1
179,179,JUS D'ABRICOT (25cl)_201709,52,GA Boissons_201709,0.00000,2.50,NULL,1
180,180,JUS DE TOMATE (25cl)_201709,23,Sodas/jus_201709,0.00000,2.50,NULL,1
180,180,JUS DE TOMATE (25cl)_201709,40,GA Boisson Menu Ciné_201709,0.00000,2.50,NULL,1
180,180,JUS DE TOMATE (25cl)_201709,52,GA Boissons_201709,0.00000,2.50,NULL,1
181,181,EXPRESSO_201709,29,Boissons chaudes_201709,0.00000,1.80,NULL,5
181,181,EXPRESSO_201709,37,GA Café Menu Liberty_201709,0.00000,1.80,NULL,5
181,181,EXPRESSO_201709,41,GA Café Menu Ciné_201709,0.00000,1.80,NULL,5
182,182,DECAFEINE_201709,29,Boissons chaudes_201709,0.00000,1.80,NULL,5
182,182,DECAFEINE_201709,37,GA Café Menu Liberty_201709,0.00000,1.80,NULL,5
182,182,DECAFEINE_201709,41,GA Café Menu Ciné_201709,0.00000,1.80,NULL,5
183,183,DOUBLE EXPRESSO_201709,29,Boissons chaudes_201709,0.00000,3.00,NULL,5
183,183,DOUBLE EXPRESSO_201709,37,GA Café Menu Liberty_201709,0.00000,3.00,NULL,5
183,183,DOUBLE EXPRESSO_201709,41,GA Café Menu Ciné_201709,0.00000,3.00,NULL,5
184,184,CAPPUCINO _201709,29,Boissons chaudes_201709,0.00000,3.90,NULL,5
184,184,CAPPUCINO _201709,37,GA Café Menu Liberty_201709,0.00000,3.90,NULL,5
184,184,CAPPUCINO _201709,41,GA Café Menu Ciné_201709,0.00000,3.90,NULL,5
185,185,THE_201709,29,Boissons chaudes_201709,0.00000,2.50,NULL,5
185,185,THE_201709,37,GA Café Menu Liberty_201709,0.00000,2.50,NULL,5
185,185,THE_201709,41,GA Café Menu Ciné_201709,0.00000,2.50,NULL,5
186,186,INFUSION_201709,29,Boissons chaudes_201709,0.00000,2.50,NULL,5
186,186,INFUSION_201709,37,GA Café Menu Liberty_201709,0.00000,2.50,NULL,5
186,186,INFUSION_201709,41,GA Café Menu Ciné_201709,0.00000,2.50,NULL,5
187,187,IRISH COFFEE_201709,29,Boissons chaudes_201709,0.00000,6.50,NULL,5
188,188,BAILEY'S (4cl)_201709,30,Digestifs_201709,0.00000,4.50,NULL,6
189,189,GET 27 (4cl)_201709,30,Digestifs_201709,0.00000,4.50,NULL,6
190,190,LIMONCELLO (4cl)_201709,30,Digestifs_201709,0.00000,4.50,NULL,6
191,191,COGNAC (4cl)_201709,30,Digestifs_201709,0.00000,4.50,NULL,6
192,192,POIRE (4cl)_201709,30,Digestifs_201709,0.00000,4.50,NULL,6
193,193,MARC DU JURA (4cl)_201709,30,Digestifs_201709,0.00000,4.50,NULL,6
194,194,MENU MIDI_201709,20,Menus_201709,0.00000,12.80,1,0
195,195,CAFE + 1 GOURMANDISE_201709,32,GA Dessert Menu Midi_201709,0.00000,0.00,NULL,0
196,196,MENU LIBERTY_201709,20,Menus_201709,0.00000,19.80,2,0
197,197,MENU CINE_201709,20,Menus_201709,0.00000,22.00,3,0
198,198,MENU JUNIOR_201709,20,Menus_201709,0.00000,7.90,4,0
199,199,1 BOULE DE GLACE_201709,40,GA Boisson Menu Ciné_201709,0.00000,0.00,1003,0
199,199,1 BOULE DE GLACE_201709,43,GA Dessert Menu Kids_201709,0.00000,0.00,1003,0
200,200,Verre vin blanc IGP,26,Vin au verre_201709,0.00000,3.00,NULL,1
200,200,Verre vin blanc IGP,36,GA Boisson Menu Liberty_201709,0.00000,3.00,NULL,1
201,201,Verre vin rosé IGP,26,Vin au verre_201709,0.00000,3.00,NULL,1
201,201,Verre vin rosé IGP,36,GA Boisson Menu Liberty_201709,0.00000,3.00,NULL,1
202,202,Verre vin rouge IGP,26,Vin au verre_201709,0.00000,3.00,NULL,1
202,202,Verre vin rouge IGP,36,GA Boisson Menu Liberty_201709,0.00000,3.00,NULL,1
203,203,Verre Rosé - Côte de Provence "Cap des Pins",26,Vin au verre_201709,0.00000,3.40,NULL,1
203,203,Verre Rosé - Côte de Provence "Cap des Pins",36,GA Boisson Menu Liberty_201709,0.00000,3.40,NULL,1
204,204,Verre Rosé de Californie "Gallo"_201709,26,Vin au verre_201709,0.00000,3.60,NULL,1
204,204,Verre Rosé de Californie "Gallo"_201709,36,GA Boisson Menu Liberty_201709,0.00000,3.60,NULL,1
205,205,Verre Rouge - Côte du Rhône "Vinsobraise",26,Vin au verre_201709,0.00000,3.40,NULL,1
205,205,Verre Rouge - Côte du Rhône "Vinsobraise",36,GA Boisson Menu Liberty_201709,0.00000,3.40,NULL,1
206,206,Verre Crémant du Jura brut fruitère d'Arbois - Coupe 12cl_201709,26,Vin au verre_201709,0.00000,3.50,NULL,1
206,206,Verre Crémant du Jura brut fruitère d'Arbois - Coupe 12cl_201709,36,GA Boisson Menu Liberty_201709,0.00000,3.50,NULL,1
207,207,Vin blanc IGP - 25cl_201709,27,Pichets de vin_201709,0.00000,5.70,NULL,1
207,207,Vin blanc IGP - 25cl_201709,52,GA Boissons_201709,0.00000,5.70,NULL,1
208,208,Vin blanc IGP - 46cl_201709,27,Pichets de vin_201709,0.00000,9.00,NULL,1
208,208,Vin blanc IGP - 46cl_201709,52,GA Boissons_201709,0.00000,9.00,NULL,1
209,209,Vin rosé IGP - 25cl_201709,27,Pichets de vin_201709,0.00000,5.70,NULL,1
209,209,Vin rosé IGP - 25cl_201709,52,GA Boissons_201709,0.00000,5.70,NULL,1
210,210,Vin rosé IGP - 46cl_201709,27,Pichets de vin_201709,0.00000,9.00,NULL,1
210,210,Vin rosé IGP - 46cl_201709,52,GA Boissons_201709,0.00000,9.00,NULL,1
211,211,Vin rouge IGP - 25cl_201709,27,Pichets de vin_201709,0.00000,5.70,NULL,1
211,211,Vin rouge IGP - 25cl_201709,52,GA Boissons_201709,0.00000,5.70,NULL,1
212,212,Vin rouge IGP - 46cl_201709,27,Pichets de vin_201709,0.00000,9.00,NULL,1
212,212,Vin rouge IGP - 46cl_201709,52,GA Boissons_201709,0.00000,9.00,NULL,1
213,213,25CL ROSE COTE PROVENCE CAP DES PINS,27,Pichets de vin_201709,0.00000,5.70,NULL,1
213,213,25CL ROSE COTE PROVENCE CAP DES PINS,52,GA Boissons_201709,0.00000,5.70,NULL,1
214,214,46CL ROSE COTE PROVENCE CAP DES PINS,27,Pichets de vin_201709,0.00000,9.60,NULL,1
214,214,46CL ROSE COTE PROVENCE CAP DES PINS,52,GA Boissons_201709,0.00000,9.60,NULL,1
215,215,Rosé de Californie "Gallo" - 25cl_201709,27,Pichets de vin_201709,0.00000,6.00,NULL,1
215,215,Rosé de Californie "Gallo" - 25cl_201709,52,GA Boissons_201709,0.00000,6.00,NULL,1
216,216,Rosé de Californie "Gallo" - 46cl_201709,27,Pichets de vin_201709,0.00000,9.90,NULL,1
216,216,Rosé de Californie "Gallo" - 46cl_201709,52,GA Boissons_201709,0.00000,9.90,NULL,1
217,217,25CL ROUGE COTE DU RHONE VINSOBRAISE,27,Pichets de vin_201709,0.00000,5.70,NULL,1
217,217,25CL ROUGE COTE DU RHONE VINSOBRAISE,52,GA Boissons_201709,0.00000,5.70,NULL,1
218,218,46CL ROUGE COTE DU RHONE VINSOBRAISE,27,Pichets de vin_201709,0.00000,9.60,NULL,1
218,218,46CL ROUGE COTE DU RHONE VINSOBRAISE,52,GA Boissons_201709,0.00000,9.60,NULL,1
219,219,75CL VIN BLANC JURA TRADITION,28,Vin en bouteille_201709,0.00000,16.00,NULL,1
219,219,75CL VIN BLANC JURA TRADITION,52,GA Boissons_201709,0.00000,16.00,NULL,1
220,220,"37,5CL VIN BLANC ARBOIS BETHANIE",28,Vin en bouteille_201709,0.00000,12.50,NULL,1
220,220,"37,5CL VIN BLANC ARBOIS BETHANIE",52,GA Boissons_201709,0.00000,12.50,NULL,1
221,221,75CL VIN BLANC ARBOIS BETHANIE,28,Vin en bouteille_201709,0.00000,20.00,NULL,1
221,221,75CL VIN BLANC ARBOIS BETHANIE,52,GA Boissons_201709,0.00000,20.00,NULL,1
222,222,"37,5CL VIN ROSE BARDOLINO",28,Vin en bouteille_201709,0.00000,9.50,NULL,1
222,222,"37,5CL VIN ROSE BARDOLINO",52,GA Boissons_201709,0.00000,9.50,NULL,1
223,223,75CL VIN ROSE BARDOLINO,28,Vin en bouteille_201709,0.00000,14.00,NULL,1
223,223,75CL VIN ROSE BARDOLINO,52,GA Boissons_201709,0.00000,14.00,NULL,1
224,224,75CL VIN ROSE ST TROPEZ GOURM,28,Vin en bouteille_201709,0.00000,15.00,NULL,1
224,224,75CL VIN ROSE ST TROPEZ GOURM,52,GA Boissons_201709,0.00000,15.00,NULL,1
225,225,"37,5CL VIN ROSE ARBOIS POULSARD",28,Vin en bouteille_201709,0.00000,10.50,NULL,1
225,225,"37,5CL VIN ROSE ARBOIS POULSARD",52,GA Boissons_201709,0.00000,10.50,NULL,1
226,226,75CL VIN ROSE ARBOIS POULSARD,28,Vin en bouteille_201709,0.00000,16.00,NULL,1
226,226,75CL VIN ROSE ARBOIS POULSARD,52,GA Boissons_201709,0.00000,16.00,NULL,1
227,227,"37,5CL VIN ROUGE CHIANTI",28,Vin en bouteille_201709,0.00000,10.50,NULL,1
227,227,"37,5CL VIN ROUGE CHIANTI",52,GA Boissons_201709,0.00000,10.50,NULL,1
228,228,75CL VIN ROUGE CHIANTI,28,Vin en bouteille_201709,0.00000,16.00,NULL,1
228,228,75CL VIN ROUGE CHIANTI,52,GA Boissons_201709,0.00000,16.00,NULL,1
229,229,75CL VIN ROUGE RASTEAU,28,Vin en bouteille_201709,0.00000,18.50,NULL,1
229,229,75CL VIN ROUGE RASTEAU,52,GA Boissons_201709,0.00000,18.50,NULL,1
230,230,75CL VIN ROUGE PETIL LAMBRUSCO,28,Vin en bouteille_201709,0.00000,15.00,NULL,1
230,230,75CL VIN ROUGE PETIL LAMBRUSCO,52,GA Boissons_201709,0.00000,15.00,NULL,1
231,231,75CL CREMANT JURA ARBOIS,28,Vin en bouteille_201709,0.00000,18.00,NULL,1
231,231,75CL CREMANT JURA ARBOIS,52,GA Boissons_201709,0.00000,18.00,NULL,1
232,232,SPAGHETTI JAMBON_201709,42,GA Plat Menu Kids_201709,0.00000,0.00,NULL,3
233,233,COMPOTE DE POMMES_201709,43,GA Dessert Menu Kids_201709,0.00000,0.00,NULL,4
1002,1002,SUZE,2,Apéritifs_201709,0.00000,0.00,10,1
1003,1003,MOJITO,1,Cocktails_201709,0.00000,4.50,10,1
1004,1004,PICHET DE SPRITZ,1,Cocktails_201709,0.00000,0.00,NULL,1
1013,1013,PICHET DE MOJITO,1,Cocktails_201709,0.00000,14.00,10,1
1014,1014,MOJITO + PLANCHE APERITIVE,1,Cocktails_201709,0.00000,20.00,NULL,1
1015,1015,TOMATE,2,Apéritifs_201709,0.00000,3.30,10,1
1016,1016,PERROQUET,2,Apéritifs_201709,0.00000,3.30,10,1
1019,1019,MAURESQUE,2,Apéritifs_201709,0.00000,3.30,10,1
1020,1020,MARTINI GIN,1,Cocktails_201709,0.00000,6.00,10,1
1021,1021,MUSCAT,2,Apéritifs_201709,0.00000,0.00,10,1
1022,1022,RHUM Orange Passion,1,Cocktails_201709,0.00000,3.00,10,1
1023,1023,RHUM Vanille Chocolat,1,Cocktails_201709,0.00000,3.00,10,1
1024,1024,RHUM CB,1,Cocktails_201709,0.00000,0.00,10,1
1025,1025,RHUM MANGUE ABRICOT,1,Cocktails_201709,0.00000,3.00,10,1
1026,1026,RHUM ANANAS CITRON VERT,1,Cocktails_201709,0.00000,3.00,10,1
1027,NULL,Supplément lait,NULL,NULL,0.00000,0.40,NULL,1
1028,NULL,SUPPLEMENT LAIT,NULL,NULL,0.00000,0.40,NULL,1
1029,NULL,SUPPLEMENT CREME,NULL,NULL,0.00000,0.40,NULL,1
1030,1030,MONACO (25cl),22,Bières_201709,0.00000,3.40,NULL,1
1031,1031,MONACO (50cl),22,Bières_201709,0.00000,5.70,NULL,1
1032,1032,Hollywood 26,8,Légumes base sauce tomate_201709,0.00000,10.50,11,3
1032,1032,Hollywood 26,34,GA Plat Menu Liberty_201709,0.00000,10.50,11,3
1032,1032,Hollywood 26,38,GA Plat Menu Ciné_201709,0.00000,10.50,11,3
1033,1033,Hollywood 31,8,Légumes base sauce tomate_201709,0.00000,15.80,11,3
1033,1033,Hollywood 31,1002,Entrées Pizzas Double Double,0.00000,15.80,11,3
1033,1033,Hollywood 31,1003,Plat Pizzas Double Double,0.00000,15.80,11,3
1034,1034,Hot 26,6,Viande base sauce tomate_201709,0.00000,11.80,11,3
1034,1034,Hot 26,34,GA Plat Menu Liberty_201709,0.00000,11.80,11,3
1034,1034,Hot 26,38,GA Plat Menu Ciné_201709,0.00000,11.80,11,3
1035,1035,Hot 31,6,Viande base sauce tomate_201709,0.00000,17.70,11,3
1035,1035,Hot 31,1002,Entrées Pizzas Double Double,0.00000,17.70,11,3
1035,1035,Hot 31,1003,Plat Pizzas Double Double,0.00000,17.70,11,3
1036,1036,BANANA SPLIT,19,Coupes glacées_201709,0.00000,6.00,NULL,4
1037,1037,Pizzas Double Double,1006,Desserts A Emporter,0.00000,16.40,1002,0
1037,1037,Pizzas Double Double,1013,Offres Speciales_201709,0.00000,16.40,1002,0
1038,1038,Petit Lardon Dans la Bergerie,1004,Salade Express,0.00000,5.10,NULL,3
1039,1039,Petit Retour d''Hawai,1004,Salade Express,0.00000,5.10,NULL,3
1040,1040,Petit Poulet dans le Potager,1004,Salade Express,0.00000,5.10,NULL,3
1041,1041,Petit crabe pince crevette,1004,Salade Express,0.00000,5.40,NULL,3
1042,1042,Petiit Chèvre chaud,1004,Salade Express,0.00000,5.40,NULL,3
1043,1043,Ice Tea 33cl,1007,Boissons à Emporter,0.00000,1.80,NULL,1
1044,1044,"COCA-COLA 1,5l",1007,Boissons à Emporter,0.00000,4.50,NULL,1
1045,1045,"Ice Tea 1,5l",1007,Boissons à Emporter,0.00000,4.50,NULL,1
1046,1046,"Fanta 1,5l",1007,Boissons à Emporter,0.00000,4.50,NULL,1
1047,1047,"Sprite 1,5l",1007,Boissons à Emporter,0.00000,4.50,NULL,1
1048,1048,Heineken 33cl,1007,Boissons à Emporter,0.00000,2.80,NULL,1
1049,1049,Orangina 33cl,1007,Boissons à Emporter,0.00000,1.80,NULL,1
1050,1050,CALZONE - 26CM,10,Stars base sauce tomate_201709,0.00000,10.20,11,3
1050,1050,CALZONE - 26CM,34,GA Plat Menu Liberty_201709,0.00000,10.20,11,3
1050,1050,CALZONE - 26CM,38,GA Plat Menu Ciné_201709,0.00000,10.20,11,3
1051,1051,Moelleux au choc EMPORTER,1006,Desserts A Emporter,0.00000,4.00,NULL,4
1052,1052,Tarte Tatin EMPORTER,1006,Desserts A Emporter,0.00000,4.50,NULL,4
1053,1053,PENNE 3 FROMAGES,14,Plats_201709,0.00000,11.00,NULL,3
1054,1054,COCHEESE - 31CM,10,Stars base sauce tomate_201709,0.00000,15.00,NULL,3
2057,NULL,Thalassa,NULL,NULL,0.00000,10.00,NULL,3
2060,2060,COCHEESE 26CM,10,Stars base sauce tomate_201709,0.00000,11.00,NULL,3
2061,2061,CAFE ALLONGE,29,Boissons chaudes_201709,0.00000,1.80,NULL,5
2062,2062,SINGAPOUR - 26CM,9,Mer base sauce tomate_201709,0.00000,11.80,NULL,3
2063,2063,SINGAPOUR - 31CM,9,Mer base sauce tomate_201709,0.00000,17.70,NULL,3
2064,2064,SYRACUSE - 26CM,6,Viande base sauce tomate_201709,0.00000,11.80,NULL,3
2065,2065,SYRACUSE - 31CM,6,Viande base sauce tomate_201709,0.00000,17.70,NULL,3
2066,2066,CLASSIC - 26CM,9,Mer base sauce tomate_201709,0.00000,7.30,NULL,3
2067,2067,HONOLULU 26CM,6,Viande base sauce tomate_201709,0.00000,8.00,NULL,3
2068,2068,CLASSIC - 31CM,9,Mer base sauce tomate_201709,0.00000,11.00,NULL,3
2068,2068,CLASSIC - 31CM,1002,Entrées Pizzas Double Double,0.00000,11.00,NULL,3
2068,2068,CLASSIC - 31CM,1003,Plat Pizzas Double Double,0.00000,11.00,NULL,3
2069,2069,HONOLULU 31CM,6,Viande base sauce tomate_201709,0.00000,12.00,NULL,3
2069,2069,HONOLULU 31CM,1002,Entrées Pizzas Double Double,0.00000,12.00,NULL,3
